Project Name,Project ID,Project Type,Extension Type,Extension Version,Hub ID,Root Folder ID,Self Link,Web View Link
S075_N00001446,b.7f6ad8c4-09b7-4003-a6f3-a0aa976b73ab,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.L-82kGqRTgm455F-hvOd0A,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.7f6ad8c4-09b7-4003-a6f3-a0aa976b73ab,https://acc.autodesk.eu/docs/files/projects/7f6ad8c4-09b7-4003-a6f3-a0aa976b73ab
TR1341_N00001659,b.196b22c2-df45-4733-955b-c5fe9fc7eca6,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.LofK_wvYSmyla5ww9p8OrA,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.196b22c2-df45-4733-955b-c5fe9fc7eca6,https://acc.autodesk.eu/docs/files/projects/196b22c2-df45-4733-955b-c5fe9fc7eca6
TR1230_N00001452,b.e8cf7fb6-b942-4a0b-8435-dff7c346a522,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.qDlKp6gEQq2ZYxpQyCtIOg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.e8cf7fb6-b942-4a0b-8435-dff7c346a522,https://acc.autodesk.eu/docs/files/projects/e8cf7fb6-b942-4a0b-8435-dff7c346a522
TR1340_N00001444,b.20cb6c63-580d-4ed1-9ff3-8b62ba5a2ad0,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.R2T9dKZOT42e8vsrSjI2Wg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.20cb6c63-580d-4ed1-9ff3-8b62ba5a2ad0,https://acc.autodesk.eu/docs/files/projects/20cb6c63-580d-4ed1-9ff3-8b62ba5a2ad0
S129_N00001712,b.c6a26bdf-30f0-400f-9c95-b82df001afb9,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.zFKbL_VYTH6vW9_gaRJ3KA,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.c6a26bdf-30f0-400f-9c95-b82df001afb9,https://acc.autodesk.eu/docs/files/projects/c6a26bdf-30f0-400f-9c95-b82df001afb9
S055_N00000723,b.9e3c727b-2112-4657-9d48-40fc124f1a45,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.xptcAGocRoOsX3-n3tDMRg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.9e3c727b-2112-4657-9d48-40fc124f1a45,https://acc.autodesk.eu/docs/files/projects/9e3c727b-2112-4657-9d48-40fc124f1a45
TR1580_N00000602,b.d0a993f8-a7b2-444e-b064-d34a828e8dde,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.mWD9kexzTz2Gbm8DqYpqWw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.d0a993f8-a7b2-444e-b064-d34a828e8dde,https://acc.autodesk.eu/docs/files/projects/d0a993f8-a7b2-444e-b064-d34a828e8dde
S093_N00001585,b.ea7156c2-ecf3-4d73-ad6a-a57ceb912268,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.5RXOVIzUQ0eFoMu1TohDsw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.ea7156c2-ecf3-4d73-ad6a-a57ceb912268,https://acc.autodesk.eu/docs/files/projects/ea7156c2-ecf3-4d73-ad6a-a57ceb912268
TR1260_N00000572,b.df77df1e-f0fe-47e1-9534-623b0e94373f,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.qKyzMcBQTnSwIcThvyguxQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.df77df1e-f0fe-47e1-9534-623b0e94373f,https://acc.autodesk.eu/docs/files/projects/df77df1e-f0fe-47e1-9534-623b0e94373f
S046_N00001730,b.bfadd205-b00a-493c-9e47-c665dda4a7a5,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.f0cY7FEqTK6H2YNPRWiPnQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.bfadd205-b00a-493c-9e47-c665dda4a7a5,https://acc.autodesk.eu/docs/files/projects/bfadd205-b00a-493c-9e47-c665dda4a7a5
S061_N00000791,b.2b8eb1ea-fd46-42da-9fd9-b7eda270e2ed,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.8pfQ6Lo2QUyZ8PMEs02JgQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.2b8eb1ea-fd46-42da-9fd9-b7eda270e2ed,https://acc.autodesk.eu/docs/files/projects/2b8eb1ea-fd46-42da-9fd9-b7eda270e2ed
TR1010_N00000672,b.6e4797a7-765d-4fce-899a-5463ab3451b6,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.0laDX30kTeGaXY3WVbH7Jg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.6e4797a7-765d-4fce-899a-5463ab3451b6,https://acc.autodesk.eu/docs/files/projects/6e4797a7-765d-4fce-899a-5463ab3451b6
S025_N00000792,b.cf531758-a65a-40f9-b542-c5bef50e2a5a,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.9-wUo-VRSYS-7hDDdc0rhQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.cf531758-a65a-40f9-b542-c5bef50e2a5a,https://acc.autodesk.eu/docs/files/projects/cf531758-a65a-40f9-b542-c5bef50e2a5a
Demo_Sprechstunde,b.5863719a-e42e-4b5e-ab44-4e397e353da6,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.sSfc_rrHS4eK9G_FGp0BQg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.5863719a-e42e-4b5e-ab44-4e397e353da6,https://acc.autodesk.eu/docs/files/projects/5863719a-e42e-4b5e-ab44-4e397e353da6
S039_N00000808,b.5f7a1b4e-08b5-496d-861b-563621f30b86,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.-biWSJtVR7-RHrorp3vcng,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.5f7a1b4e-08b5-496d-861b-563621f30b86,https://acc.autodesk.eu/docs/files/projects/5f7a1b4e-08b5-496d-861b-563621f30b86
TR1811_N00000755,b.a947d31e-96fa-4d50-a542-cb4fc0e26755,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.1LU0WEwQQKa4rB2TxUzt3w,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.a947d31e-96fa-4d50-a542-cb4fc0e26755,https://acc.autodesk.eu/docs/files/projects/a947d31e-96fa-4d50-a542-cb4fc0e26755
TR1890_N00001687,b.f567e1dd-3eb1-4497-8247-af59951189e3,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.2MKNvXL0RQmPpnwEyBQl4g,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.f567e1dd-3eb1-4497-8247-af59951189e3,https://acc.autodesk.eu/docs/files/projects/f567e1dd-3eb1-4497-8247-af59951189e3
TR1970_N00001405,b.1ddd875b-101d-449b-a174-bee3566866b6,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.8V4DCuzgRXekjUXBIASZfA,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.1ddd875b-101d-449b-a174-bee3566866b6,https://acc.autodesk.eu/docs/files/projects/1ddd875b-101d-449b-a174-bee3566866b6
TR1212_N00000980,b.ed256987-7959-4bfd-99c1-a84477f69b3c,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.pUBBMGC-Rl-eKrJTjO6Syg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.ed256987-7959-4bfd-99c1-a84477f69b3c,https://acc.autodesk.eu/docs/files/projects/ed256987-7959-4bfd-99c1-a84477f69b3c
TR1880_N00001528,b.9aad8a21-ad7c-4015-9aba-d866b8252ffc,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.sXx3HyeDRam_iT_IfFIe_w,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.9aad8a21-ad7c-4015-9aba-d866b8252ffc,https://acc.autodesk.eu/docs/files/projects/9aad8a21-ad7c-4015-9aba-d866b8252ffc
S037_N00000904,b.f7750656-ff40-4780-9b07-bf3f8e319ac4,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.jsQURXXLRrStbKN9jEIVdw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.f7750656-ff40-4780-9b07-bf3f8e319ac4,https://acc.autodesk.eu/docs/files/projects/f7750656-ff40-4780-9b07-bf3f8e319ac4
S071_N00001693,b.f4b44433-a348-4118-ac8b-2f0788a7159b,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.FfQZOwKMSR-erpMkwcSkRQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.f4b44433-a348-4118-ac8b-2f0788a7159b,https://acc.autodesk.eu/docs/files/projects/f4b44433-a348-4118-ac8b-2f0788a7159b
S050_N00001706,b.b650f3c2-5947-42ce-88e1-8e2fd7a20c77,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.MwyLpXf9SautiOlW3HtJAw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.b650f3c2-5947-42ce-88e1-8e2fd7a20c77,https://acc.autodesk.eu/docs/files/projects/b650f3c2-5947-42ce-88e1-8e2fd7a20c77
TR1530_N00000888,b.fbd272bf-806e-4fdd-8b7f-145226bd7237,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.1J4SrNFPRlWvHQ4-ExHLQw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.fbd272bf-806e-4fdd-8b7f-145226bd7237,https://acc.autodesk.eu/docs/files/projects/fbd272bf-806e-4fdd-8b7f-145226bd7237
SG_Intern AIS Standard,b.04f75690-1c87-48cb-a228-80a100808ca6,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.CDmZxNg5SYGJbuN5SjlY4g,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.04f75690-1c87-48cb-a228-80a100808ca6,https://acc.autodesk.eu/docs/files/projects/04f75690-1c87-48cb-a228-80a100808ca6
S038_N00000752,b.2c39817f-00ed-441b-8201-91a70ae3784b,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.SJW6NYWDRHaVNcwFZcnh4Q,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.2c39817f-00ed-441b-8201-91a70ae3784b,https://acc.autodesk.eu/docs/files/projects/2c39817f-00ed-441b-8201-91a70ae3784b
S009_N00000830,b.2bf8391d-732b-4416-9aee-6d494ffe715b,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.Yd65vhIKSkWrECYtfy0snQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.2bf8391d-732b-4416-9aee-6d494ffe715b,https://acc.autodesk.eu/docs/files/projects/2bf8391d-732b-4416-9aee-6d494ffe715b
TR1780_N00001618,b.6dfc388b-57f8-4c63-a0e8-e6880a3eae2c,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.Vfb0y50CTH6oNpivQEaDvQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.6dfc388b-57f8-4c63-a0e8-e6880a3eae2c,https://acc.autodesk.eu/docs/files/projects/6dfc388b-57f8-4c63-a0e8-e6880a3eae2c
S121_N00001009,b.157c6f7a-68d7-4aa8-a8c5-4f743ba8c9bd,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.kBEW4MpRSAy_hf2dutx45g,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.157c6f7a-68d7-4aa8-a8c5-4f743ba8c9bd,https://acc.autodesk.eu/docs/files/projects/157c6f7a-68d7-4aa8-a8c5-4f743ba8c9bd
S094_N00000952,b.527f92c9-5dda-4f13-b070-5957aa58724b,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.VnQlIUa_R_2MqbiE3lD4Iw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.527f92c9-5dda-4f13-b070-5957aa58724b,https://acc.autodesk.eu/docs/files/projects/527f92c9-5dda-4f13-b070-5957aa58724b
TR1493_N00000894,b.14798deb-b38b-4e5a-b64e-551c75481a64,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.rZvrUDsdT0uwc3EsYKcVGA,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.14798deb-b38b-4e5a-b64e-551c75481a64,https://acc.autodesk.eu/docs/files/projects/14798deb-b38b-4e5a-b64e-551c75481a64
TR1040_N00001667,b.815b559a-1d2c-4665-b0ba-d7246f6cc5ac,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.7aJZxo8ETMCqNjfOKEze1A,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.815b559a-1d2c-4665-b0ba-d7246f6cc5ac,https://acc.autodesk.eu/docs/files/projects/815b559a-1d2c-4665-b0ba-d7246f6cc5ac
S126_N00000850,b.d22274f9-6c51-4d56-bfe2-a8e389e05b30,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.zTawu4ILSFCRFkjrKFCDOA,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.d22274f9-6c51-4d56-bfe2-a8e389e05b30,https://acc.autodesk.eu/docs/files/projects/d22274f9-6c51-4d56-bfe2-a8e389e05b30
XXXX_N00000753,b.ffa4e5e5-331a-4437-bbbd-c499f344740d,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.JQ31ZezeQOusZO803KtZaw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.ffa4e5e5-331a-4437-bbbd-c499f344740d,https://acc.autodesk.eu/docs/files/projects/ffa4e5e5-331a-4437-bbbd-c499f344740d
TR1480_N00000799,b.aad46f55-c838-41d2-88bf-47fce0e1e37d,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.QGcjXrAkRbGA3GOphU85DQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.aad46f55-c838-41d2-88bf-47fce0e1e37d,https://acc.autodesk.eu/docs/files/projects/aad46f55-c838-41d2-88bf-47fce0e1e37d
S036_N00001536,b.58b24946-0297-4d5c-8b44-3a70093a4966,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.rLzsK7xHRXaM-uI5ceRNnw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.58b24946-0297-4d5c-8b44-3a70093a4966,https://acc.autodesk.eu/docs/files/projects/58b24946-0297-4d5c-8b44-3a70093a4966
TR1680_N00001635,b.66ad4374-834d-4a83-b275-8d2c69b3ae35,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.LFUmR_g2R46ConXjlFwHSA,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.66ad4374-834d-4a83-b275-8d2c69b3ae35,https://acc.autodesk.eu/docs/files/projects/66ad4374-834d-4a83-b275-8d2c69b3ae35
TR1570_N00000773,b.8c83f5cb-0c86-4609-bb71-6fe6fad0f6fe,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.cIs0cRiFQraltjKn4M_B5A,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.8c83f5cb-0c86-4609-bb71-6fe6fad0f6fe,https://acc.autodesk.eu/docs/files/projects/8c83f5cb-0c86-4609-bb71-6fe6fad0f6fe
TR1500_N00001606,b.9c56090b-e59a-4861-a5dc-31f6233d1f0a,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.FlKcdjo-T3-QOf02H7Qotg,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.9c56090b-e59a-4861-a5dc-31f6233d1f0a,https://acc.autodesk.eu/docs/files/projects/9c56090b-e59a-4861-a5dc-31f6233d1f0a
S153_N00001353,b.daff4b58-5abd-4195-ba7e-aeb14fcdbce5,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.chXlOI2eQCmP0cxgk5X8pQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.daff4b58-5abd-4195-ba7e-aeb14fcdbce5,https://acc.autodesk.eu/docs/files/projects/daff4b58-5abd-4195-ba7e-aeb14fcdbce5
S024_N00000810,b.3ba7d468-ef93-4f8e-ac55-b205843fd78e,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.poEIzM6BTTCvt1Mg2tfNqw,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.3ba7d468-ef93-4f8e-ac55-b205843fd78e,https://acc.autodesk.eu/docs/files/projects/3ba7d468-ef93-4f8e-ac55-b205843fd78e
TR1530_N00000607,b.21299b2d-6c7b-44cf-b9aa-0c23b44bf995,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.454IIAkKT_Gu8dPvu-ek_w,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.21299b2d-6c7b-44cf-b9aa-0c23b44bf995,https://acc.autodesk.eu/docs/files/projects/21299b2d-6c7b-44cf-b9aa-0c23b44bf995
TR1580_N00000654,b.25eeccb4-d20a-43de-9a2b-05f34443cef5,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.nc8VNQFKTUCJNwm-0ua0VQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.25eeccb4-d20a-43de-9a2b-05f34443cef5,https://acc.autodesk.eu/docs/files/projects/25eeccb4-d20a-43de-9a2b-05f34443cef5
S007_N00001057,b.4c289908-e398-4fd7-bac5-cb48631a9009,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.DuZLn7yqQ2Sg7PXk7pe5SQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.4c289908-e398-4fd7-bac5-cb48631a9009,https://acc.autodesk.eu/docs/files/projects/4c289908-e398-4fd7-bac5-cb48631a9009
TR1500_N00000937,b.ee387592-6629-459f-b8a0-6c2a81870a1f,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.CuSTX9ilT4meL2ePkGnU4A,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.ee387592-6629-459f-b8a0-6c2a81870a1f,https://acc.autodesk.eu/docs/files/projects/ee387592-6629-459f-b8a0-6c2a81870a1f
TR2040_N00001733,b.4bfc734a-3770-44a4-8238-db2dbd4fd37f,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.GWsSlY2BRPat9a1BQEz6yA,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.4bfc734a-3770-44a4-8238-db2dbd4fd37f,https://acc.autodesk.eu/docs/files/projects/4bfc734a-3770-44a4-8238-db2dbd4fd37f
TR1300_N00000673,b.4d8484db-dfee-429c-bb87-f081076d6536,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.QtNjOF8RTwuSvLocumhx1w,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.4d8484db-dfee-429c-bb87-f081076d6536,https://acc.autodesk.eu/docs/files/projects/4d8484db-dfee-429c-bb87-f081076d6536
TR1910_N00000946,b.d7d4b5b0-69f2-489b-bf63-4410035bef31,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.NfLqxPyFSZKzbedBFFzq2A,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.d7d4b5b0-69f2-489b-bf63-4410035bef31,https://acc.autodesk.eu/docs/files/projects/d7d4b5b0-69f2-489b-bf63-4410035bef31
TR1910_N00001365,b.08fe0179-240c-4693-8411-a42f95cf8069,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.myxHhf78RC-bMG83vuJalA,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.08fe0179-240c-4693-8411-a42f95cf8069,https://acc.autodesk.eu/docs/files/projects/08fe0179-240c-4693-8411-a42f95cf8069
TR1300_N00001410,b.fe684182-0f3f-47a1-9a5f-7d326302b854,ACC,projects:autodesk.bim360:Project,1.0,b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe,urn:adsk.wipemea:fs.folder:co.Pk1FyfBTRReBicGKhNVvvQ,https://developer.api.autodesk.com/project/v1/hubs/b.dd3bce86-7eb9-4c5c-baa0-0eaafda2bbfe/projects/b.fe684182-0f3f-47a1-9a5f-7d326302b854,https://acc.autodesk.eu/docs/files/projects/fe684182-0f3f-47a1-9a5f-7d326302b854
